Ngày;Lần cuối;Mở;Cao;Thấp;KL; Thay đổi
10/6/2025;21050;21050;20900;20950;6;0
9/6/2025;21000;21050;20900;20950;6;0
6/6/2025;21050;21200;21000;21000;7;0
5/6/2025;21150;21200;21000;21000;5;0
04/6/2025;21300;21350;21100;21100;6;0
03/6/2025;21150;21300;21150;21250;7;0
02/6/2025;21100;21200;21000;21100;8;0
30/5/2025;21300;21350;21100;21100;8;0
29/5/2025;21450;21500;21300;21300;9;0
28/5/2025;21500;21550;21350;21400;8;0
27/5/2025;21600;21600;21400;21450;9;0
26/5/2025;21600;21650;21100;21500;10;0
23/5/2025;21550;21600;21450;21600;12;0
22/5/2025;21473;21515;21306;21348;21;0
21/5/2025;21515;21640;21390;21431;13;0
20/5/2025;21306;21431;21222;21390;18;0
19/5/2025;21264;21473;21139;21222;21;0
16/5/2025;21473;21473;21264;21264;15;0
15/5/2025;21306;21431;20972;21348;27;0
14/5/2025;20596;20847;20596;20721;12;0
13/5/2025;20512;20638;20429;20554;13;0
12/5/2025;20262;20429;20178;20387;11;0
9/5/2025;20429;20429;20136;20178;15;0
8/5/2025;20136;20178;20011;20178;10;0
7/5/2025;20220;20220;20011;20053;10;0
6/5/2025;20095;20220;20053;20053;9;0
5/5/2025;20262;20262;20053;20095;7;0
29/4/2025;20011;20220;20011;20095;4;0
28/4/2025;20095;20095;19927;20011;6;0
25/4/2025;20387;20387;19969;19969;18;0
24/4/2025;20387;20512;20178;20178;8;0
23/4/2025;20554;20554;20178;20554;7;0
22/4/2025;20303;20387;18925;20136;14;0
21/4/2025;20345;20471;20136;20136;7;0
18/4/2025;20471;20679;20429;20471;11;0
17/4/2025;20471;20512;20136;20303;11;0
16/4/2025;20429;20638;20178;20303;11;0
15/4/2025;20554;20638;20136;20136;17;0
14/4/2025;20763;21181;20554;20721;23;0
11/4/2025;20721;20805;20011;20763;44;0
10/4/2025;19468;19468;19468;19468;6;0
9/4/2025;17337;19092;17337;18215;38;0
8/4/2025;19301;19468;18507;18507;54;0
4/4/2025;18967;19886;18799;19886;72;0
3/4/25;24150.0;25150.0;25350.0;24150.0;39.69;-6.94
2/4/25;25950.0;26100.0;26200.0;25900.0;7.48;-0.38
1/4/25;26050.0;26000.0;26050.0;25900.0;3.05;0.19
31/3/25;26000.0;25850.0;26000.0;25800.0;9.13;0.19
28/3/25;25950.0;26000.0;26050.0;25850.0;9.73;-0.19
27/3/25;26000.0;26000.0;26200.0;25950.0;6.65;-0.57
26/3/25;26150.0;26300.0;26450.0;26100.0;7.43;-0.57
25/3/25;26300.0;26400.0;26450.0;26150.0;5.60;-0.19
24/3/25;26350.0;26250.0;26350.0;26050.0;7.89;0.96
21/3/25;26100.0;26250.0;26300.0;26100.0;4.13;-0.57
20/3/25;26250.0;26400.0;26450.0;26150.0;4.86;0.19
19/3/25;26200.0;26300.0;26300.0;26050.0;7.91;-0.38
18/3/25;26300.0;26300.0;26550.0;26250.0;6.01;0.38
17/3/25;26200.0;26100.0;26250.0;26000.0;5.66;0.77
14/3/25;26000.0;26200.0;26200.0;25900.0;11.55;-0.38
13/3/25;26100.0;26350.0;26450.0;26100.0;8.89;-0.76
12/3/25;26300.0;26500.0;26700.0;26200.0;7.80;-0.57
11/3/25;26450.0;26300.0;26450.0;26100.0;9.14;0.00
10/3/25;26450.0;26700.0;26750.0;26400.0;8.49;-0.75
7/3/25;26650.0;26500.0;26800.0;26350.0;10.71;0.95
6/3/25;26400.0;26250.0;26400.0;26150.0;5.07;0.96
5/3/25;26150.0;26300.0;26650.0;26150.0;11.67;0.00
4/3/25;26150.0;25900.0;26200.0;25800.0;9.96;0.58
3/3/25;26000.0;26000.0;26050.0;25800.0;5.60;0.00
28/2/25;26000.0;26000.0;26200.0;25800.0;5.47;-0.38
27/2/25;26100.0;26000.0;26100.0;25850.0;5.66;0.58
26/2/25;25950.0;26050.0;26100.0;25950.0;5.06;-0.19
25/2/25;26000.0;26150.0;26250.0;26000.0;6.48;-0.57
24/2/25;26150.0;26050.0;26250.0;26050.0;6.40;-0.19
21/2/25;26200.0;26000.0;26350.0;25950.0;12.72;0.96
20/2/25;25950.0;25850.0;25950.0;25750.0;5.71;0.58
19/2/25;25800.0;25750.0;25900.0;25700.0;5.03;0.19
18/2/25;25750.0;25800.0;26000.0;25750.0;5.16;-0.19
17/2/25;25800.0;25950.0;25950.0;25750.0;5.73;0.19
14/2/25;25750.0;25950.0;25950.0;25700.0;8.14;0.19
13/2/25;25700.0;25650.0;25750.0;25550.0;5.75;0.19
12/2/25;25650.0;25900.0;26000.0;25650.0;6.79;-0.77
11/2/25;25850.0;25850.0;25950.0;25700.0;5.42;0.19
10/2/25;25800.0;25650.0;26150.0;25500.0;14.03;0.39
7/2/25;25700.0;25500.0;25800.0;25400.0;9.88;0.78
6/2/25;25500.0;25500.0;25650.0;25400.0;5.59;0.39
5/2/25;25400.0;25250.0;25400.0;25200.0;7.49;0.59
4/2/25;25250.0;25250.0;25350.0;25050.0;4.90;0.60
3/2/25;25100.0;25050.0;25300.0;24900.0;4.77;-0.99
24/1/25;25350.0;25200.0;25500.0;25200.0;4.90;0.20
23/1/25;25300.0;24900.0;25400.0;24900.0;8.90;1.81
22/1/25;24850.0;25000.0;25000.0;24800.0;2.79;-0.40
21/1/25;24950.0;25050.0;25100.0;24850.0;4.34;-0.20
20/1/25;25000.0;24950.0;25050.0;24800.0;4.00;0.20
17/1/25;24950.0;24850.0;25000.0;24800.0;2.38;0.40
16/1/25;24850.0;24850.0;25050.0;24700.0;5.01;-0.20
15/1/25;24900.0;24850.0;24950.0;24650.0;7.43;1.01
14/1/25;24650.0;24750.0;24800.0;24500.0;5.06;-0.40
13/1/25;24750.0;24500.0;24850.0;24500.0;4.63;0.20
10/1/25;24700.0;24900.0;24950.0;24700.0;4.71;-1.00
9/1/25;24950.0;24950.0;25000.0;24850.0;3.84;-0.20
8/1/25;25000.0;25000.0;25000.0;24800.0;4.09;0.00
7/1/25;25000.0;24800.0;25050.0;24800.0;5.02;0.81
6/1/25;24800.0;25000.0;25050.0;24750.0;12.05;-1.20
3/1/25;25100.0;25500.0;25550.0;25100.0;5.02;-1.95
2/1/25;25600.0;25600.0;25700.0;25400.0;4.57;-0.78
31/12/24;25800.0;25400.0;25800.0;25350.0;8.84;1.57
30/12/24;25400.0;25350.0;25650.0;25350.0;5.00;-0.59
27/12/24;25550.0;25600.0;25700.0;25500.0;7.69;0.00
26/12/24;25550.0;25450.0;25550.0;25400.0;5.58;0.39
25/12/24;25450.0;25000.0;25600.0;24950.0;9.51;1.80
24/12/24;25000.0;24900.0;25000.0;24800.0;3.23;0.40
23/12/24;24900.0;24850.0;24950.0;24800.0;3.47;0.40
20/12/24;24800.0;24850.0;24900.0;24750.0;4.72;0.00
19/12/24;24800.0;25050.0;25050.0;24700.0;9.71;-1.39
18/12/24;25150.0;25250.0;25250.0;25100.0;3.38;-0.20
17/12/24;25200.0;25250.0;25250.0;25050.0;3.33;0.20
16/12/24;25150.0;25150.0;25250.0;25050.0;5.16;0.00
13/12/24;25150.0;25300.0;25300.0;25100.0;6.04;-0.59
12/12/24;25300.0;25400.0;25500.0;25250.0;5.86;-0.39
11/12/24;25400.0;25350.0;25500.0;25200.0;8.83;0.20
10/12/24;25350.0;25500.0;25500.0;25350.0;3.40;-0.59
9/12/24;25500.0;25600.0;25650.0;25350.0;5.41;-0.58
6/12/24;25650.0;25500.0;25750.0;25500.0;6.05;-0.19
5/12/24;25700.0;25000.0;25700.0;24950.0;8.27;2.59
4/12/24;25050.0;24950.0;25050.0;24850.0;4.62;0.20
3/12/24;25000.0;25200.0;25200.0;24950.0;6.13;-0.60
2/12/24;25150.0;25250.0;25350.0;25050.0;2.49;-0.20
29/11/24;25200.0;25150.0;25200.0;25000.0;3.88;0.20
28/11/24;25150.0;25150.0;25200.0;24950.0;4.59;0.40
27/11/24;25050.0;24950.0;25200.0;24950.0;2.74;0.20
26/11/24;25000.0;24900.0;25100.0;24850.0;3.56;0.40
25/11/24;24900.0;24950.0;25000.0;24800.0;4.11;-0.20
22/11/24;24950.0;24850.0;24950.0;24650.0;5.69;0.40
21/11/24;24850.0;24500.0;24850.0;24250.0;7.58;1.43
20/11/24;24500.0;24200.0;24550.0;24150.0;6.24;0.82
19/11/24;24300.0;24500.0;24550.0;24300.0;5.78;-0.82
18/11/24;24500.0;24400.0;24600.0;24100.0;8.11;0.41
15/11/24;24400.0;24550.0;24600.0;24300.0;9.28;-0.61
14/11/24;24550.0;24650.0;24850.0;24550.0;5.80;-1.41
13/11/24;24900.0;24800.0;24900.0;24600.0;6.39;0.20
12/11/24;24850.0;24800.0;24950.0;24650.0;4.14;0.00
11/11/24;24850.0;24900.0;25000.0;24650.0;6.74;-0.20
8/11/24;24900.0;25100.0;25200.0;24750.0;8.22;-0.80
7/11/24;25100.0;25200.0;25300.0;24900.0;4.84;0.00
6/11/24;25100.0;24900.0;25200.0;24800.0;6.24;1.41
5/11/24;24750.0;24800.0;24900.0;24750.0;3.07;0.00
4/11/24;24750.0;25000.0;25050.0;24650.0;9.12;-0.60
1/11/24;24900.0;25300.0;25400.0;24900.0;7.86;-1.97
31/10/24;25400.0;25100.0;25450.0;25050.0;5.07;1.20
30/10/24;25100.0;25200.0;25250.0;24950.0;3.87;-0.40
29/10/24;25200.0;25300.0;25300.0;25100.0;4.18;0.20
28/10/24;25150.0;24900.0;25150.0;24750.0;5.00;1.00
25/10/24;24900.0;25000.0;25100.0;24850.0;9.22;-0.40
24/10/24;25000.0;25400.0;25450.0;25000.0;8.93;-1.57
23/10/24;25400.0;25400.0;25550.0;25150.0;7.70;0.00
22/10/24;25400.0;25800.0;25850.0;25400.0;12.12;-1.55
21/10/24;25800.0;26000.0;26100.0;25800.0;5.53;-1.15
18/10/24;26100.0;26250.0;26500.0;25950.0;11.49;-0.19
17/10/24;26150.0;25900.0;26150.0;25750.0;9.20;1.55
16/10/24;25750.0;25750.0;25850.0;25600.0;5.40;-0.39
15/10/24;25850.0;25950.0;26200.0;25800.0;7.11;-0.39
14/10/24;25950.0;26150.0;26250.0;25950.0;9.03;-0.57
11/10/24;26100.0;26100.0;26150.0;25900.0;6.56;-0.38
10/10/24;26200.0;26400.0;26500.0;26050.0;9.08;-0.19
9/10/24;26250.0;25600.0;26250.0;25550.0;20.00;2.94
8/10/24;25500.0;25500.0;25650.0;25350.0;6.52;0.20
7/10/24;25450.0;25500.0;25700.0;25350.0;6.77;0.20
4/10/24;25400.0;25700.0;25750.0;25400.0;8.66;-1.17
3/10/24;25700.0;25950.0;26300.0;25700.0;14.80;-0.39
2/10/24;25800.0;25700.0;26100.0;25600.0;10.11;0.19
1/10/24;25750.0;25750.0;26150.0;25750.0;10.41;0.00
30/9/24;25750.0;25700.0;25950.0;25700.0;8.46;-0.58
27/9/24;25900.0;26000.0;26400.0;25900.0;10.81;-0.38
26/9/24;26000.0;26300.0;26350.0;26000.0;18.17;-0.76
25/9/24;26200.0;26000.0;26200.0;25800.0;23.01;1.55
24/9/24;25800.0;25650.0;25800.0;25400.0;12.78;0.58
23/9/24;25650.0;25700.0;26000.0;25600.0;8.57;0.00
20/9/24;25650.0;24900.0;25800.0;24900.0;34.31;3.43
19/9/24;24800.0;24750.0;24850.0;24600.0;5.22;0.61
18/9/24;24650.0;24500.0;24750.0;24350.0;8.72;0.61
17/9/24;24500.0;24150.0;24500.0;24100.0;4.08;1.45
16/9/24;24150.0;24400.0;24550.0;24150.0;3.71;-1.02
13/9/24;24400.0;24400.0;24450.0;24250.0;2.37;-0.20
12/9/24;24450.0;24250.0;24500.0;24200.0;2.62;1.24
11/9/24;24150.0;24150.0;24250.0;24100.0;3.58;-0.41
10/9/24;24250.0;24450.0;24550.0;24100.0;6.13;-0.82
9/9/24;24450.0;24550.0;24600.0;24300.0;4.69;-0.61
6/9/24;24600.0;24500.0;24600.0;24450.0;5.00;0.41
5/9/24;24500.0;24650.0;24700.0;24450.0;3.53;-0.61
4/9/24;24650.0;24500.0;24700.0;24450.0;5.63;-0.60
30/8/24;24800.0;24650.0;24800.0;24650.0;4.48;0.61
29/8/24;24650.0;24550.0;24900.0;24550.0;8.59;0.61
28/8/24;24500.0;24500.0;24550.0;24400.0;5.22;0.20
27/8/24;24450.0;24450.0;24500.0;24400.0;4.15;0.00
26/8/24;24450.0;24550.0;24550.0;24400.0;4.92;0.00
23/8/24;24450.0;24400.0;24500.0;24250.0;3.89;0.20
22/8/24;24400.0;24500.0;24550.0;24300.0;6.79;0.00
21/8/24;24400.0;24050.0;24400.0;24050.0;6.56;1.24
20/8/24;24100.0;24050.0;24300.0;24000.0;5.41;0.21
19/8/24;24050.0;24000.0;24150.0;23950.0;3.84;0.21
16/8/24;24000.0;23500.0;24000.0;23500.0;6.52;2.13
15/8/24;23500.0;23550.0;23600.0;23450.0;2.66;-0.21
14/8/24;23550.0;23700.0;23800.0;23550.0;3.32;-0.21
13/8/24;23600.0;23550.0;23800.0;23500.0;2.85;-0.84
12/8/24;23800.0;23600.0;23800.0;23300.0;4.20;0.85
9/8/24;23600.0;23400.0;23600.0;23300.0;3.01;1.51
8/8/24;23250.0;23250.0;23500.0;23250.0;3.65;-0.64
7/8/24;23400.0;23600.0;23600.0;23300.0;4.40;-0.43
6/8/24;23500.0;23500.0;23650.0;23250.0;8.02;1.29
5/8/24;23200.0;23600.0;23850.0;23150.0;20.09;-3.13
2/8/24;23950.0;23900.0;24000.0;23650.0;13.71;0.00
1/8/24;23950.0;24500.0;24600.0;23950.0;9.17;-2.44
31/7/24;24550.0;24200.0;24550.0;24100.0;8.55;1.66
30/7/24;24150.0;24000.0;24150.0;23950.0;5.49;0.00
29/7/24;24150.0;24300.0;24300.0;24050.0;4.10;0.21
26/7/24;24100.0;24100.0;24150.0;24000.0;3.45;0.21
25/7/24;24050.0;24150.0;24150.0;23800.0;7.16;-0.62
24/7/24;24200.0;24000.0;24400.0;23800.0;12.25;0.83
23/7/24;24000.0;24800.0;24900.0;24000.0;15.11;-3.03
22/7/24;24750.0;25100.0;25200.0;24650.0;15.15;-1.39
19/7/24;25100.0;24800.0;25300.0;24650.0;17.07;1.21
18/7/24;24800.0;24500.0;25100.0;24500.0;10.66;1.22
17/7/24;24500.0;24300.0;25200.0;24200.0;28.89;1.66
16/7/24;24100.0;24000.0;24300.0;23950.0;6.99;0.63
15/7/24;23950.0;24000.0;24050.0;23900.0;4.48;-0.21
12/7/24;24000.0;24100.0;24150.0;23800.0;7.15;-0.62
11/7/24;24150.0;24350.0;24350.0;24150.0;4.99;-0.41
10/7/24;24250.0;24500.0;24500.0;24250.0;6.47;-0.21
9/7/24;24300.0;24150.0;24400.0;24050.0;7.99;0.21
8/7/24;24250.0;24300.0;24350.0;24100.0;4.94;-0.21
5/7/24;24300.0;24150.0;24300.0;24000.0;6.34;0.62
4/7/24;24150.0;24300.0;24350.0;23950.0;6.37;-0.41
3/7/24;24250.0;24150.0;24400.0;23950.0;5.85;0.83
2/7/24;24050.0;23800.0;24100.0;23700.0;5.70;1.05
1/7/24;23800.0;23800.0;23850.0;23600.0;3.93;0.00
28/6/24;23800.0;23800.0;24000.0;23750.0;5.75;-0.63
27/6/24;23950.0;24000.0;24100.0;23800.0;4.90;-0.62
26/6/24;24100.0;24000.0;24100.0;23600.0;10.14;0.21
25/6/24;24050.0;24000.0;24200.0;23900.0;6.70;-0.21
24/6/24;24100.0;24600.0;24600.0;23900.0;14.22;-1.83
21/6/24;24550.0;24850.0;24850.0;24500.0;5.12;-1.01
20/6/24;24800.0;24550.0;24850.0;24400.0;10.17;0.61
19/6/24;24650.0;24550.0;24700.0;24250.0;7.61;0.41
18/6/24;24550.0;24700.0;24700.0;24400.0;5.72;0.00
17/6/24;24550.0;24600.0;24600.0;24250.0;6.37;-0.20
14/6/24;24600.0;24700.0;24900.0;24600.0;11.04;-0.81
13/6/24;24800.0;24550.0;24900.0;24400.0;11.71;1.02
12/6/24;24550.0;24150.0;24550.0;23900.0;10.39;1.66
11/6/24;24150.0;24400.0;24450.0;24100.0;9.20;-1.02
10/6/24;24400.0;24600.0;24700.0;24300.0;7.67;-0.81
7/6/24;24600.0;24550.0;24650.0;24300.0;5.89;1.03
6/6/24;24350.0;24400.0;24500.0;24300.0;8.03;0.00
5/6/24;24350.0;24750.0;24750.0;24300.0;10.79;-0.61
4/6/24;24500.0;24800.0;24800.0;24450.0;9.72;-1.21
3/6/24;24800.0;24850.0;24950.0;24600.0;16.24;0.61
31/5/24;24650.0;25000.0;25300.0;24650.0;11.12;-3.58
30/5/24;25565.0;25348.0;25565.0;25087.0;15.08;0.51
29/5/24;25435.0;25826.0;25870.0;25435.0;15.46;-1.35
28/5/24;25783.0;25826.0;25826.0;25478.0;12.29;0.68
27/5/24;25609.0;25652.0;25957.0;25435.0;8.67;0.68
24/5/24;25435.0;24739.0;26261.0;24565.0;38.93;2.81
23/5/24;24739.0;24348.0;24783.0;24348.0;12.02;1.79
22/5/24;24304.0;24522.0;24565.0;24261.0;10.68;-0.89
21/5/24;24522.0;24565.0;24609.0;24217.0;12.45;-0.18
20/5/24;24565.0;24783.0;24826.0;24522.0;10.73;0.00
17/5/24;24565.0;24565.0;24696.0;24522.0;9.78;0.00
16/5/24;24565.0;24348.0;24696.0;24174.0;34.73;1.98
15/5/24;24087.0;24217.0;24217.0;24087.0;8.97;-0.18
14/5/24;24130.0;24087.0;24261.0;24043.0;5.14;0.18
13/5/24;24087.0;24348.0;24348.0;24043.0;6.38;0.00
10/5/24;24087.0;24000.0;24087.0;23870.0;5.65;0.36
9/5/24;24000.0;24000.0;24174.0;23913.0;4.72;0.18
8/5/24;23957.0;23913.0;24043.0;23739.0;4.64;-0.36
7/5/24;24043.0;24130.0;24174.0;23913.0;4.95;0.18
6/5/24;24000.0;23913.0;24087.0;23783.0;8.56;0.36
3/5/24;23913.0;23565.0;23913.0;23565.0;10.03;1.85
2/5/24;23478.0;23348.0;23609.0;23304.0;5.52;0.56
26/4/24;23348.0;23304.0;23478.0;23130.0;6.26;0.19
25/4/24;23304.0;23478.0;23522.0;23261.0;5.91;-0.93
24/4/24;23522.0;23304.0;23565.0;23217.0;7.68;1.50
23/4/24;23174.0;23304.0;23435.0;23087.0;9.82;-0.56
22/4/24;23304.0;23391.0;23435.0;23217.0;7.26;0.75
19/4/24;23130.0;23130.0;23304.0;23000.0;12.49;-0.56
17/4/24;23261.0;23652.0;23696.0;23261.0;12.05;-1.47
16/4/24;23609.0;23348.0;23609.0;23261.0;19.95;1.12
15/4/24;23348.0;24174.0;24348.0;23348.0;18.69;-4.11
12/4/24;24348.0;23652.0;24348.0;23478.0;11.23;3.13
11/4/24;23609.0;23478.0;23609.0;23391.0;12.98;0.19
10/4/24;23565.0;23870.0;24000.0;23565.0;5.89;-0.73
9/4/24;23739.0;23609.0;23739.0;23522.0;6.18;0.55
8/4/24;23609.0;23609.0;23696.0;23435.0;7.90;0.00
5/4/24;23609.0;23739.0;23826.0;23565.0;14.13;-1.45
4/4/24;23957.0;24391.0;24391.0;23957.0;12.83;-1.61
3/4/24;24348.0;24522.0;24696.0;24261.0;11.73;-1.41
2/4/24;24696.0;24609.0;24696.0;24261.0;11.97;-0.17
1/4/24;24739.0;24522.0;24783.0;24435.0;7.10;-0.18
29/3/24;24783.0;24696.0;24913.0;24478.0;15.51;0.53
28/3/24;24652.0;24609.0;24870.0;24522.0;14.29;1.25
27/3/24;24348.0;24304.0;24391.0;24000.0;6.85;0.18
26/3/24;24304.0;24000.0;24304.0;23783.0;7.23;1.64
25/3/24;23913.0;24391.0;24391.0;23913.0;11.72;-2.31
22/3/24;24478.0;24565.0;25174.0;24261.0;26.08;0.53
21/3/24;24348.0;24087.0;24348.0;23957.0;14.74;1.82
20/3/24;23913.0;23348.0;24087.0;23304.0;16.10;2.42
19/3/24;23348.0;23304.0;23522.0;23261.0;8.19;-0.18
18/3/24;23391.0;23652.0;23783.0;23217.0;16.24;-1.65
15/3/24;23783.0;23696.0;23826.0;23478.0;9.00;0.37
14/3/24;23696.0;24000.0;24000.0;23522.0;9.46;-1.44
13/3/24;24043.0;23261.0;24043.0;23261.0;10.28;3.36
12/3/24;23261.0;23174.0;23348.0;23130.0;9.56;0.00
11/3/24;23261.0;23522.0;23565.0;23174.0;13.82;-1.11
8/3/24;23522.0;23913.0;24043.0;23478.0;26.47;-1.64
7/3/24;23913.0;24000.0;24087.0;23826.0;11.69;-0.36
6/3/24;24000.0;24348.0;24478.0;23957.0;11.26;-1.25
5/3/24;24304.0;24174.0;24348.0;23957.0;7.28;0.54
4/3/24;24174.0;24174.0;24522.0;23826.0;15.20;0.00
1/3/24;24174.0;24348.0;24348.0;23957.0;11.72;-0.71
29/2/24;24348.0;24435.0;24565.0;24087.0;11.44;0.00
28/2/24;24348.0;24043.0;24348.0;23957.0;12.03;1.45
27/2/24;24000.0;24087.0;24087.0;23783.0;13.86;0.36
26/2/24;23913.0;23739.0;24087.0;23565.0;11.25;0.73
23/2/24;23739.0;24087.0;24696.0;23739.0;29.87;-1.26
22/2/24;24043.0;24087.0;24130.0;23913.0;8.51;-0.18
21/2/24;24087.0;23913.0;24261.0;23826.0;11.79;0.54
20/2/24;23957.0;23913.0;24130.0;23783.0;8.41;-0.54
19/2/24;24087.0;24087.0;24087.0;23652.0;13.64;0.36
16/2/24;24000.0;23913.0;24000.0;23739.0;10.92;1.47
15/2/24;23652.0;24391.0;24696.0;23652.0;16.38;-2.86
7/2/24;24348.0;24217.0;24522.0;24217.0;13.68;0.54
6/2/24;24217.0;24217.0;24261.0;24043.0;6.26;0.18
5/2/24;24174.0;22826.0;24348.0;22739.0;32.34;5.91
2/2/24;22826.0;22565.0;22870.0;22478.0;16.71;0.96
1/2/24;22609.0;22348.0;22696.0;22348.0;7.22;0.97
31/1/24;22391.0;22696.0;22696.0;22217.0;13.98;-0.77
30/1/24;22565.0;22652.0;22783.0;22522.0;7.34;0.00
29/1/24;22565.0;23043.0;23043.0;22565.0;10.67;-1.33
26/1/24;22870.0;22478.0;22957.0;22478.0;7.88;1.94
25/1/24;22435.0;22478.0;22522.0;22261.0;5.85;0.00
24/1/24;22435.0;22652.0;22696.0;22348.0;13.04;-0.96
23/1/24;22652.0;22826.0;23000.0;22652.0;13.49;-0.95
22/1/24;22870.0;22783.0;22870.0;22435.0;13.80;1.35
19/1/24;22565.0;22435.0;22565.0;22304.0;14.69;1.37
18/1/24;22261.0;22130.0;22391.0;22043.0;11.05;0.79
17/1/24;22087.0;22130.0;22435.0;22043.0;11.17;0.00
16/1/24;22087.0;22087.0;22217.0;21783.0;14.24;0.40
15/1/24;22000.0;22609.0;22609.0;22000.0;13.48;-1.94
12/1/24;22435.0;21870.0;22783.0;21783.0;29.40;2.18
11/1/24;21957.0;22087.0;22391.0;21870.0;11.42;0.00
10/1/24;21957.0;21913.0;22174.0;21739.0;20.24;1.00
9/1/24;21739.0;21957.0;22043.0;21696.0;17.77;-1.38
8/1/24;22043.0;22348.0;22391.0;21913.0;14.25;-0.39
5/1/24;22130.0;22000.0;22130.0;21783.0;10.66;0.59
4/1/24;22000.0;21913.0;22304.0;21826.0;27.13;1.20
3/1/24;21739.0;21304.0;21739.0;21087.0;11.27;2.25
2/1/24;21261.0;20826.0;21522.0;20826.0;15.97;2.30
29/12/23;20783.0;20783.0;20957.0;20696.0;10.57;0.63
28/12/23;20652.0;20261.0;20826.0;20261.0;12.09;1.93
27/12/23;20261.0;20174.0;20348.0;20174.0;5.60;0.22
26/12/23;20217.0;20348.0;20348.0;20217.0;6.59;-0.43
25/12/23;20304.0;20217.0;20391.0;20174.0;8.72;0.64
22/12/23;20174.0;20174.0;20261.0;20174.0;5.19;-0.21
21/12/23;20217.0;20174.0;20217.0;20043.0;8.15;0.21
20/12/23;20174.0;20043.0;20217.0;20043.0;10.19;0.65
19/12/23;20043.0;19826.0;20087.0;19826.0;13.19;1.09
18/12/23;19826.0;19739.0;19826.0;19696.0;7.35;0.22
15/12/23;19783.0;19652.0;19870.0;19609.0;7.12;1.11
14/12/23;19565.0;19478.0;19783.0;19391.0;7.99;0.90
13/12/23;19391.0;19565.0;19609.0;19391.0;4.52;-0.89
12/12/23;19565.0;19522.0;19565.0;19391.0;3.71;0.45
11/12/23;19478.0;19522.0;19565.0;19348.0;2.62;0.00
8/12/23;19478.0;19478.0;19609.0;19391.0;4.38;0.00
7/12/23;19478.0;19391.0;19565.0;19304.0;8.32;0.45
6/12/23;19391.0;19261.0;19391.0;19130.0;3.21;0.67
5/12/23;19261.0;19391.0;19522.0;19174.0;4.09;-0.67
4/12/23;19391.0;19174.0;19522.0;19130.0;10.40;1.59
1/12/23;19087.0;19261.0;19261.0;18913.0;6.59;0.00
30/11/23;19087.0;19174.0;19391.0;19087.0;6.03;-0.45
29/11/23;19174.0;19130.0;19435.0;19130.0;5.55;0.69
28/11/23;19043.0;19043.0;19217.0;18870.0;4.82;0.23
27/11/23;19000.0;19174.0;19217.0;19000.0;3.75;-0.91
24/11/23;19174.0;19391.0;19391.0;18957.0;9.08;-0.67
23/11/23;19304.0;19739.0;19783.0;19304.0;5.96;-2.20
22/11/23;19739.0;19565.0;19783.0;19435.0;5.05;0.44
21/11/23;19652.0;19696.0;19826.0;19565.0;4.27;0.44
20/11/23;19565.0;19478.0;19957.0;19261.0;11.74;-0.88
17/11/23;19739.0;20348.0;20348.0;19609.0;14.20;-2.58
16/11/23;20261.0;20217.0;20348.0;20087.0;9.29;0.22
15/11/23;20217.0;20000.0;20435.0;19957.0;37.18;2.42
14/11/23;19739.0;19522.0;19913.0;19522.0;11.85;1.11
13/11/23;19522.0;19522.0;19652.0;19304.0;3.93;0.23
10/11/23;19478.0;19478.0;19652.0;19348.0;5.80;-0.67
9/11/23;19609.0;19913.0;19913.0;19609.0;5.48;-1.09
8/11/23;19826.0;19217.0;19913.0;19174.0;9.10;3.17
7/11/23;19217.0;19217.0;19348.0;19217.0;2.67;-0.45
6/11/23;19304.0;19304.0;19435.0;19217.0;4.36;0.68
3/11/23;19174.0;19391.0;19478.0;19174.0;5.62;-1.12
2/11/23;19391.0;18913.0;19391.0;18783.0;5.92;3.24
1/11/23;18783.0;18609.0;18826.0;18565.0;5.56;0.94
31/10/23;18609.0;18565.0;18739.0;18478.0;4.01;0.47
30/10/23;18522.0;18783.0;18826.0;18522.0;4.43;-1.16
27/10/23;18739.0;18652.0;18870.0;18435.0;3.66;2.13
26/10/23;18348.0;18913.0;18913.0;18217.0;14.48;-3.65
25/10/23;19043.0;19304.0;19348.0;19043.0;2.86;0.00
24/10/23;19043.0;19087.0;19217.0;18957.0;2.93;0.45
23/10/23;18957.0;19217.0;19217.0;18870.0;2.76;-0.45
20/10/23;19043.0;18957.0;19217.0;18957.0;4.22;0.45
19/10/23;18957.0;19174.0;19261.0;18957.0;7.14;-1.13
18/10/23;19174.0;19522.0;19522.0;19174.0;7.14;-1.78
17/10/23;19522.0;19652.0;19696.0;19522.0;4.21;-0.66
16/10/23;19652.0;19609.0;19739.0;19478.0;4.85;-0.22
13/10/23;19696.0;19652.0;19739.0;19565.0;5.40;-0.22
12/10/23;19739.0;19739.0;19913.0;19565.0;6.48;0.00
11/10/23;19739.0;19826.0;19826.0;19609.0;3.27;-0.44
10/10/23;19826.0;19565.0;19870.0;19565.0;7.52;1.33
9/10/23;19565.0;18870.0;19609.0;18870.0;10.32;3.21
6/10/23;18957.0;18783.0;19043.0;18739.0;2.81;0.93
5/10/23;18783.0;18913.0;19087.0;18783.0;3.85;0.00
4/10/23;18783.0;18739.0;18870.0;18696.0;3.66;0.00
3/10/23;18783.0;18957.0;19043.0;18783.0;6.33;-1.37
2/10/23;19043.0;18957.0;19087.0;18870.0;4.38;0.23
