Ngày;Lần cuối;Mở;Cao;Thấp;KL; Thay đổi
18/12/20;18176.0;18208.0;18336.0;18112.0;18.27;0.35
17/12/20;18112.0;17984.0;18464.0;17952.0;21.20;0.18
16/12/20;18080.0;17920.0;18208.0;17920.0;16.35;0.89
15/12/20;17920.0;18048.0;18080.0;17856.0;11.41;-0.71
14/12/20;18048.0;18112.0;18240.0;17984.0;11.45;0.00
11/12/20;18048.0;17984.0;18080.0;17792.0;6.97;0.89
10/12/20;17888.0;18432.0;18432.0;17856.0;14.43;-2.10
9/12/20;18272.0;17984.0;18528.0;17792.0;37.81;4.58
1/12/20;17472.0;17408.0;17472.0;17152.0;14.45;0.37
30/11/20;17408.0;17536.0;17536.0;17280.0;13.97;0.00
27/11/20;17408.0;17600.0;17664.0;17408.0;8.54;-0.73
26/11/20;17536.0;17472.0;17728.0;17280.0;15.68;0.37
25/11/20;17472.0;17472.0;17664.0;17344.0;10.14;0.00
24/11/20;17472.0;17472.0;17792.0;17344.0;16.19;0.00
23/11/20;17472.0;17600.0;17664.0;17280.0;17.03;0.00
20/11/20;17472.0;17472.0;17536.0;17152.0;14.99;0.37
19/11/20;17408.0;17472.0;17600.0;17280.0;10.03;0.00
18/11/20;17408.0;17408.0;17728.0;17216.0;12.38;0.00
17/11/20;17408.0;16768.0;17408.0;16768.0;26.22;3.82
16/11/20;16768.0;16960.0;17152.0;16768.0;14.04;-1.13
13/11/20;16960.0;16896.0;17088.0;16832.0;9.74;0.38
12/11/20;16896.0;16256.0;16896.0;16256.0;29.62;3.94
11/11/20;16256.0;16192.0;16320.0;16128.0;7.08;0.40
10/11/20;16192.0;16448.0;16640.0;16192.0;13.84;-0.39
9/11/20;16256.0;16064.0;16320.0;16064.0;9.22;1.20
6/11/20;16064.0;15936.0;16064.0;15872.0;5.74;0.80
5/11/20;15936.0;16320.0;16448.0;15936.0;13.36;-2.35
4/11/20;16320.0;16064.0;16448.0;16064.0;19.70;2.00
3/11/20;16000.0;15680.0;16128.0;15680.0;12.04;2.04
2/11/20;15680.0;15488.0;15680.0;15360.0;5.90;1.66
30/10/20;15424.0;15424.0;15552.0;15232.0;6.87;0.84
29/10/20;15296.0;15104.0;15552.0;14848.0;13.31;0.42
28/10/20;15232.0;15616.0;15680.0;15168.0;23.31;-2.46
27/10/20;15616.0;15808.0;15936.0;15616.0;18.32;-1.61
26/10/20;15872.0;16384.0;16512.0;15872.0;18.23;-3.13
23/10/20;16384.0;16512.0;16576.0;16320.0;12.55;0.00
22/10/20;16384.0;16192.0;16640.0;16000.0;14.76;1.59
21/10/20;16128.0;16256.0;16384.0;16128.0;13.86;-0.40
20/10/20;16192.0;16256.0;16384.0;16000.0;17.75;0.00
19/10/20;16192.0;16000.0;16448.0;15936.0;22.13;2.43
16/10/20;15808.0;15680.0;16000.0;15488.0;13.62;0.82
15/10/20;15680.0;15360.0;15872.0;15296.0;25.55;2.08
14/10/20;15360.0;15040.0;15424.0;14976.0;31.71;2.56
13/10/20;14976.0;14976.0;14976.0;14784.0;8.32;0.43
12/10/20;14912.0;15168.0;15232.0;14912.0;13.51;-0.85
9/10/20;15040.0;14848.0;15232.0;14784.0;13.63;1.29
8/10/20;14848.0;14848.0;15168.0;14720.0;21.72;-0.85
7/10/20;14976.0;15360.0;15424.0;14912.0;27.65;-2.50
6/10/20;15360.0;15104.0;15488.0;15104.0;17.15;1.69
5/10/20;15104.0;14720.0;15104.0;14656.0;20.14;2.61
2/10/20;14720.0;14336.0;15040.0;14336.0;36.75;2.22
1/10/20;14400.0;14272.0;14592.0;14208.0;10.17;0.00
30/9/20;14400.0;14336.0;14400.0;14208.0;5.66;0.45
29/9/20;14336.0;14528.0;14592.0;14272.0;9.25;-0.88
28/9/20;14464.0;14208.0;14592.0;14208.0;12.82;1.80
25/9/20;14208.0;14208.0;14336.0;14016.0;10.03;0.00
24/9/20;14208.0;14336.0;14464.0;14080.0;8.75;-1.33
23/9/20;14400.0;14272.0;14592.0;14272.0;10.17;0.90
22/9/20;14272.0;14080.0;14272.0;13888.0;13.78;1.36
21/9/20;14080.0;13952.0;14272.0;13824.0;11.32;1.38
18/9/20;13888.0;13760.0;13888.0;13696.0;5.13;0.93
17/9/20;13760.0;13632.0;13952.0;13504.0;19.26;1.42
16/9/20;13568.0;13568.0;13632.0;13504.0;3.43;-0.47
15/9/20;13632.0;13568.0;13696.0;13504.0;7.24;0.47
14/9/20;13568.0;13312.0;13632.0;13312.0;8.24;1.92
11/9/20;13312.0;13376.0;13440.0;13248.0;3.67;-0.48
10/9/20;13376.0;13376.0;13568.0;13376.0;5.08;0.00
9/9/20;13376.0;13184.0;13376.0;12992.0;7.85;1.46
8/9/20;13184.0;13312.0;13376.0;13184.0;19.18;-0.96
7/9/20;13312.0;13504.0;13568.0;13312.0;9.48;-1.42
4/9/20;13504.0;13440.0;13568.0;13312.0;7.29;-0.47
3/9/20;13568.0;13504.0;13696.0;13440.0;9.50;0.47
1/9/20;13504.0;13568.0;13632.0;13440.0;12.22;-0.47
31/8/20;13568.0;13696.0;13760.0;13504.0;10.95;-0.93
28/8/20;13696.0;13824.0;13952.0;13632.0;10.86;-0.47
27/8/20;13760.0;13568.0;13760.0;13504.0;7.60;1.42
26/8/20;13568.0;13504.0;13632.0;13376.0;9.40;0.47
25/8/20;13504.0;13440.0;13568.0;13312.0;12.19;0.48
24/8/20;13440.0;13568.0;13760.0;13440.0;10.66;-0.94
21/8/20;13568.0;13312.0;13568.0;13184.0;11.55;1.92
20/8/20;13312.0;13184.0;13568.0;12800.0;30.43;5.63
19/8/20;12603.0;12652.0;12702.0;12505.0;18.82;0.00
18/8/20;12603.0;12800.0;12849.0;12603.0;9.57;-0.78
17/8/20;12702.0;12455.0;12702.0;12406.0;12.64;1.98
14/8/20;12455.0;12554.0;12554.0;12308.0;13.57;-0.79
13/8/20;12554.0;12505.0;12603.0;12455.0;7.73;0.39
12/8/20;12505.0;12702.0;12751.0;12406.0;12.37;0.00
11/8/20;12505.0;11815.0;12505.0;11766.0;31.15;6.73
10/8/20;11717.0;11668.0;11865.0;11668.0;5.23;0.42
7/8/20;11668.0;11766.0;11865.0;11569.0;4.37;-0.42
6/8/20;11717.0;11865.0;11865.0;11668.0;3.81;-0.83
5/8/20;11815.0;11766.0;12012.0;11668.0;11.12;1.26
4/8/20;11668.0;11471.0;11766.0;11471.0;5.91;2.15
3/8/20;11422.0;10880.0;11422.0;10880.0;6.18;3.11
31/7/20;11077.0;11175.0;11175.0;10880.0;4.51;-0.44
30/7/20;11126.0;10683.0;11126.0;10683.0;3.89;1.80
29/7/20;10929.0;11175.0;11225.0;10634.0;10.01;-3.06
28/7/20;11274.0;10732.0;11274.0;10585.0;5.28;5.05
27/7/20;10732.0;10289.0;11274.0;10289.0;12.68;-6.04
24/7/20;11422.0;11963.0;11963.0;11077.0;11.24;-4.13
23/7/20;11914.0;12012.0;12012.0;11815.0;3.97;-0.82
22/7/20;12012.0;12111.0;12209.0;11914.0;3.51;-0.82
21/7/20;12111.0;12062.0;12111.0;11914.0;4.46;0.41
20/7/20;12062.0;12209.0;12258.0;12062.0;5.33;-1.20
17/7/20;12209.0;11865.0;12308.0;11815.0;16.03;3.33
16/7/20;11815.0;11914.0;11914.0;11766.0;1.83;0.00
15/7/20;11815.0;11914.0;11914.0;11815.0;3.19;0.00
14/7/20;11815.0;11766.0;11865.0;11668.0;2.86;0.42
13/7/20;11766.0;11865.0;11914.0;11717.0;3.74;-0.41
10/7/20;11815.0;11963.0;12012.0;11717.0;4.64;-1.24
9/7/20;11963.0;11766.0;11963.0;11766.0;4.57;1.67
8/7/20;11766.0;11618.0;11815.0;11618.0;3.35;0.84
7/7/20;11668.0;11668.0;11815.0;11668.0;4.85;0.43
6/7/20;11618.0;11323.0;11668.0;11323.0;6.51;2.61
3/7/20;11323.0;11422.0;11471.0;11323.0;2.58;-0.43
2/7/20;11372.0;11422.0;11520.0;11323.0;2.17;-0.44
1/7/20;11422.0;11225.0;11471.0;11225.0;3.40;1.76
30/6/20;11225.0;11323.0;11471.0;11028.0;7.28;-0.43
29/6/20;11274.0;11618.0;11618.0;11175.0;8.84;-2.96
26/6/20;11618.0;11717.0;11815.0;11618.0;2.84;-0.43
25/6/20;11668.0;11668.0;11717.0;11569.0;5.08;-0.42
24/6/20;11717.0;11815.0;11963.0;11668.0;6.12;-0.83
23/6/20;11815.0;11914.0;12012.0;11766.0;6.67;-0.42
22/6/20;11865.0;12012.0;12160.0;11815.0;4.58;-1.22
19/6/20;12012.0;11717.0;12062.0;11717.0;4.74;2.52
18/6/20;11717.0;11668.0;11766.0;11520.0;2.64;0.42
17/6/20;11668.0;11963.0;11963.0;11569.0;3.25;-0.42
16/6/20;11717.0;11618.0;11914.0;11618.0;8.53;2.14
15/6/20;11471.0;12160.0;12160.0;11422.0;11.96;-4.90
12/6/20;12062.0;11815.0;12062.0;11520.0;13.50;0.00
11/6/20;12062.0;12603.0;12702.0;12012.0;18.63;-4.29
10/6/20;12603.0;12554.0;12751.0;12406.0;13.19;0.39
9/6/20;12554.0;12554.0;12603.0;12406.0;7.17;0.39
8/6/20;12505.0;12406.0;12800.0;12406.0;12.37;0.80
5/6/20;12406.0;12505.0;12505.0;12258.0;8.18;-0.39
4/6/20;12455.0;12603.0;12652.0;12406.0;10.48;-0.79
3/6/20;12554.0;12209.0;12554.0;12209.0;7.64;2.83
2/6/20;12209.0;12554.0;13046.0;12209.0;22.21;-1.20
1/6/20;12357.0;11323.0;12357.0;11274.0;28.15;9.61
29/5/20;11274.0;11274.0;11323.0;11175.0;4.86;0.00
28/5/20;11274.0;11225.0;11422.0;11225.0;7.25;0.44
27/5/20;11225.0;11569.0;11668.0;11225.0;12.98;-2.14
26/5/20;11471.0;11077.0;11569.0;11077.0;10.70;3.10
25/5/20;11126.0;11077.0;11175.0;10978.0;7.15;0.89
22/5/20;11028.0;11077.0;11175.0;10978.0;9.83;0.00
21/5/20;11028.0;10929.0;11175.0;10782.0;9.39;0.91
20/5/20;10929.0;10880.0;11028.0;10831.0;6.33;0.00
19/5/20;10929.0;10831.0;11077.0;10831.0;11.30;1.84
18/5/20;10732.0;10782.0;10782.0;10535.0;5.63;0.46
15/5/20;10683.0;10585.0;10929.0;10535.0;14.09;1.40
14/5/20;10535.0;10683.0;10732.0;10535.0;7.77;-1.39
13/5/20;10683.0;10831.0;10831.0;10585.0;7.02;-0.46
12/5/20;10732.0;10683.0;10831.0;10535.0;8.24;0.46
11/5/20;10683.0;10782.0;10782.0;10535.0;8.35;1.40
8/5/20;10535.0;10486.0;10782.0;10338.0;12.18;0.94
7/5/20;10437.0;10289.0;10437.0;10240.0;6.04;1.92
6/5/20;10240.0;10043.0;10437.0;9945.0;9.05;2.46
5/5/20;9993.8;9944.6;10043.1;9944.6;2.29;0.00
4/5/20;9993.8;10092.3;10092.3;9895.4;2.43;-0.98
29/4/20;10092.3;9993.8;10092.3;9944.6;2.43;0.99
28/4/20;9993.8;9895.4;10043.1;9846.2;2.53;0.99
27/4/20;9895.4;9993.8;10141.5;9846.2;3.67;-0.98
24/4/20;9993.8;9944.6;10043.1;9846.2;2.57;0.00
23/4/20;9993.8;10092.3;10240.0;9993.8;4.22;-0.49
22/4/20;10043.1;9747.7;10043.1;9550.8;5.36;3.03
21/4/20;9747.7;10141.5;10141.5;9698.5;12.22;-4.35
20/4/20;10190.8;10436.9;10436.9;10141.5;6.22;-1.43
17/4/20;10338.5;10092.3;10387.7;10092.3;9.77;2.94
16/4/20;10043.1;9944.6;10043.1;9895.4;3.85;0.99
15/4/20;9944.6;9846.2;10190.8;9846.2;7.49;1.00
14/4/20;9846.2;9846.2;9944.6;9698.5;6.43;0.00
13/4/20;9846.2;8812.3;10043.1;8812.3;3.91;1.01
10/4/20;9747.7;9353.8;9944.6;9353.8;5.11;-1.00
9/4/20;9846.2;10929.2;10929.2;9846.2;8.27;-0.99
8/4/20;9944.6;10978.5;10978.5;9698.5;4.74;-0.49
7/4/20;9993.8;10338.5;10338.5;9846.2;9.07;-1.46
6/4/20;10141.5;9550.8;10240.0;9403.1;11.69;7.85
3/4/20;9403.1;8910.8;9550.8;8910.8;7.26;2.69
1/4/20;9156.9;7926.2;9353.8;7926.2;5.61;4.49
31/3/20;8763.1;8960.0;9255.4;8566.2;9.21;-2.20
30/3/20;8960.0;9600.0;9600.0;8812.3;12.04;-7.61
27/3/20;9698.5;9698.5;9895.4;9600.0;8.09;0.00
26/3/20;9698.5;10141.5;10141.5;9698.5;7.38;-3.90
25/3/20;10092.3;9846.2;10240.0;9846.2;8.36;4.59
24/3/20;9649.2;9403.1;9796.9;9403.1;8.77;1.55
23/3/20;9501.5;10436.9;10535.4;9501.5;20.36;-9.81
20/3/20;10535.4;11421.5;11421.5;10338.5;6.79;1.42
19/3/20;10387.7;10338.5;10486.2;10190.8;8.30;-0.47
18/3/20;10436.9;10486.2;10633.8;10289.2;10.04;0.47
17/3/20;10387.7;10240.0;10535.4;9895.4;13.34;0.96
16/3/20;10289.2;10830.8;10978.5;10190.8;9.37;-5.00
13/3/20;10830.8;10584.6;11076.9;10092.3;18.32;-0.45
12/3/20;10880.0;11323.1;11323.1;10584.6;22.51;-5.56
11/3/20;11520.0;11963.1;12012.3;11323.1;15.93;-3.31
10/3/20;11913.8;11323.1;12209.2;11273.8;15.40;3.86
9/3/20;11470.8;12160.0;12160.0;11323.1;34.08;-7.91
6/3/20;12455.4;12553.8;12553.8;12356.9;8.04;-1.17
5/3/20;12603.1;12800.0;12996.9;12504.6;12.12;-0.77
4/3/20;12701.5;12603.1;12701.5;12455.4;10.25;0.78
3/3/20;12603.1;12603.1;12750.8;12455.4;12.93;1.59
2/3/20;12406.2;12012.3;12553.8;12012.3;7.37;0.00
28/2/20;12406.2;11323.1;12455.4;11323.1;12.11;-1.18
27/2/20;12553.8;11913.8;12553.8;11913.8;10.79;3.66
26/2/20;12110.8;12307.7;12356.9;11963.1;9.18;-1.99
25/2/20;12356.9;11569.2;12356.9;11372.3;16.82;4.58
24/2/20;11815.4;12553.8;12603.1;11716.9;20.96;-6.61
21/2/20;12652.3;12258.5;13095.4;12258.5;12.87;-2.65
20/2/20;12996.9;12947.7;13292.3;12849.2;11.33;0.38
19/2/20;12947.7;13046.2;13144.6;12750.8;10.34;-1.13
18/2/20;13095.4;12996.9;13341.5;12947.7;12.78;0.76
17/2/20;12996.9;12947.7;13144.6;12800.0;7.65;0.00
14/2/20;12996.9;12553.8;13193.9;12553.8;16.29;3.53
13/2/20;12553.8;12603.1;12652.3;12356.9;7.66;-0.39
12/2/20;12603.1;11716.9;12652.3;11716.9;21.36;8.02
11/2/20;11667.7;11618.5;11716.9;11569.2;3.78;0.42
10/2/20;11618.5;11716.9;11766.2;11520.0;2.58;-0.84
7/2/20;11716.9;11815.4;11864.6;11618.5;4.08;-0.83
6/2/20;11815.4;11372.3;11815.4;11323.1;6.06;4.35
5/2/20;11323.1;11520.0;11569.2;11273.8;5.67;-0.86
4/2/20;11421.5;11273.8;11421.5;11076.9;4.87;2.65
3/2/20;11126.2;10978.5;11323.1;10683.1;9.00;-1.74
31/1/20;11323.1;11569.2;11716.9;11273.8;8.62;-2.54
30/1/20;11618.5;11913.8;11963.1;11421.5;8.63;-3.67
22/1/20;12061.5;12110.8;12110.8;11963.1;3.20;0.00
21/1/20;12061.5;12061.5;12160.0;11963.1;3.61;0.82
20/1/20;11963.1;11716.9;12160.0;11716.9;9.03;2.10
17/1/20;11716.9;11815.4;11864.6;11667.7;5.50;-0.42
16/1/20;11766.2;11470.8;11815.4;11470.8;5.73;2.58
15/1/20;11470.8;11569.2;11569.2;11421.5;2.35;-0.85
14/1/20;11569.2;11273.8;11569.2;11273.8;5.79;2.62
13/1/20;11273.8;11273.8;11273.8;11175.4;3.09;0.88
10/1/20;11175.4;11076.9;11372.3;11076.9;4.82;1.34
9/1/20;11027.7;10929.2;11126.2;10929.2;2.89;1.36
8/1/20;10880.0;11076.9;11076.9;10830.8;4.68;-1.78
7/1/20;11076.9;11076.9;11175.4;11076.9;2.13;0.00
6/1/20;11076.9;11323.1;11323.1;11076.9;2.61;-2.17
3/1/20;11323.1;11323.1;11421.5;11273.8;2.14;0.00
2/1/20;11323.1;11224.6;11323.1;11175.4;2.36;0.88
31/12/19;11224.6;11175.4;11273.8;11076.9;3.35;0.44
30/12/19;11175.4;11175.4;11273.8;11126.2;2.78;0.00
27/12/19;11175.4;11126.2;11175.4;11076.9;1.84;0.44
26/12/19;11126.2;11224.6;11224.6;11126.2;1.82;-1.31
25/12/19;11273.8;11224.6;11273.8;11126.2;2.28;0.88
24/12/19;11175.4;11273.8;11273.8;11175.4;1.67;-0.44
23/12/19;11224.6;11175.4;11323.1;11175.4;3.63;0.44
20/12/19;11175.4;11126.2;11175.4;11076.9;2.12;0.89
19/12/19;11076.9;11126.2;11126.2;11027.7;1.27;0.00
18/12/19;11076.9;11175.4;11224.6;11076.9;2.30;-1.32
17/12/19;11224.6;11323.1;11323.1;11224.6;1.91;-0.87
16/12/19;11323.1;11421.5;11421.5;11323.1;1.93;-0.86
13/12/19;11421.5;11323.1;11470.8;11323.1;2.94;0.87
12/12/19;11323.1;11273.8;11372.3;11273.8;1.33;0.44
11/12/19;11273.8;11224.6;11273.8;11126.2;1.60;0.44
10/12/19;11224.6;11273.8;11323.1;11126.2;1.17;-0.44
9/12/19;11273.8;11323.1;11323.1;11175.4;1.65;-0.44
6/12/19;11323.1;11323.1;11372.3;11273.8;1.42;0.00
5/12/19;11323.1;11421.5;11421.5;11273.8;2.52;-0.43
4/12/19;11372.3;11175.4;11372.3;11076.9;2.67;2.21
3/12/19;11126.2;11175.4;11273.8;11027.7;2.89;0.00
2/12/19;11126.2;11372.3;11421.5;11076.9;3.33;-2.16
29/11/19;11372.3;11273.8;11372.3;11224.6;1.63;0.87
28/11/19;11273.8;11470.8;11470.8;11224.6;3.43;-1.29
27/11/19;11421.5;11618.5;11667.7;11421.5;1.94;-1.70
26/11/19;11618.5;11569.2;11667.7;11569.2;1.17;0.86
25/11/19;11520.0;11470.8;11618.5;11421.5;3.96;0.86
22/11/19;11421.5;11815.4;11815.4;11372.3;6.83;-3.33
21/11/19;11815.4;10830.8;11864.6;10830.8;3.62;0.42
20/11/19;11766.2;11963.1;11963.1;11766.2;2.76;-1.24
19/11/19;11913.8;11864.6;11913.8;11815.4;2.84;0.41
18/11/19;11864.6;12012.3;12061.5;11815.4;5.61;-1.23
15/11/19;12012.3;12012.3;12110.8;12012.3;3.36;-0.41
14/11/19;12061.5;12307.7;12356.9;12061.5;4.65;-2.00
13/11/19;12307.7;12160.0;12455.4;12160.0;7.26;1.21
12/11/19;12160.0;12160.0;12160.0;12061.5;3.20;0.00
11/11/19;12160.0;12209.2;12258.5;12160.0;3.49;-0.40
8/11/19;12209.2;12258.5;12356.9;12110.8;7.97;0.81
7/11/19;12110.8;12110.8;12160.0;12061.5;4.27;0.00
6/11/19;12110.8;12209.2;12209.2;12061.5;5.09;0.00
5/11/19;12110.8;12160.0;12258.5;12110.8;7.27;0.00
4/11/19;12110.8;11913.8;12160.0;11913.8;8.00;1.65
1/11/19;11913.8;11667.7;11963.1;11667.7;3.87;0.41
31/10/19;11864.6;11963.1;12012.3;11864.6;2.63;-0.82
30/10/19;11963.1;11716.9;12012.3;11618.5;15.09;2.53
29/10/19;11667.7;11716.9;11766.2;11618.5;3.46;0.00
28/10/19;11667.7;11618.5;11766.2;11618.5;2.21;0.42
25/10/19;11618.5;11618.5;11618.5;11520.0;2.25;0.00
24/10/19;11618.5;11618.5;11618.5;11520.0;1.87;0.43
23/10/19;11569.2;11569.2;11667.7;11569.2;2.00;0.00
22/10/19;11569.2;11520.0;11569.2;11470.8;3.37;0.43
21/10/19;11520.0;11815.4;11913.8;11520.0;5.57;-2.90
18/10/19;11864.6;12061.5;12061.5;11815.4;3.79;-1.23
17/10/19;12012.3;11963.1;12012.3;11864.6;3.89;0.00
16/10/19;12012.3;12061.5;12110.8;12012.3;4.21;0.00
15/10/19;12012.3;12061.5;12110.8;11963.1;4.73;-0.41
14/10/19;12061.5;11815.4;12061.5;11815.4;7.19;2.08
11/10/19;11815.4;11815.4;11913.8;11766.2;3.10;0.00
10/10/19;11815.4;11667.7;11963.1;11667.7;9.87;1.27
9/10/19;11667.7;11520.0;11667.7;11470.8;3.48;1.72
8/10/19;11470.8;11421.5;11520.0;11372.3;2.36;0.43
7/10/19;11421.5;11618.5;11618.5;11421.5;3.92;-1.70
4/10/19;11618.5;11618.5;11716.9;11569.2;3.21;0.00
3/10/19;11618.5;11569.2;11618.5;11470.8;3.77;0.00
2/10/19;11618.5;11569.2;11716.9;11569.2;4.39;-0.42
1/10/19;11667.7;11520.0;11667.7;11470.8;3.75;1.28
30/9/19;11520.0;11470.8;11618.5;11421.5;4.68;0.86
27/9/19;11421.5;12307.7;12307.7;11421.5;4.39;-0.43
26/9/19;11470.8;11323.1;11470.8;11273.8;4.71;1.30
25/9/19;11323.1;11372.3;11421.5;11273.8;3.09;-0.86
24/9/19;11421.5;11470.8;11520.0;11372.3;2.69;-0.43
23/9/19;11470.8;11421.5;11618.5;11372.3;5.85;0.43
20/9/19;11421.5;11569.2;12504.6;11372.3;5.15;0.43
19/9/19;11372.3;11027.7;11421.5;10978.5;6.95;3.12
18/9/19;11027.7;10978.5;11126.2;10929.2;3.13;0.45
17/9/19;10978.5;11027.7;11027.7;10880.0;2.42;-0.45
16/9/19;11027.7;11126.2;11175.4;10978.5;2.52;-0.89
13/9/19;11126.2;10978.5;11126.2;10880.0;2.69;1.80
12/9/19;10929.2;10781.5;10929.2;10732.3;1.26;1.83
11/9/19;10732.3;10683.1;10732.3;10633.8;873.21K;0.46
10/9/19;10683.1;10781.5;10781.5;10633.8;1.67;-0.91
9/9/19;10781.5;10732.3;10830.8;10683.1;750.57K;0.00
6/9/19;10781.5;10830.8;10880.0;10683.1;1.05;-0.46
5/9/19;10830.8;10880.0;10880.0;10781.5;1.27;0.00
4/9/19;10830.8;10880.0;10880.0;10732.3;742.06K;-0.45
3/9/19;10880.0;10929.2;11027.7;10781.5;984.95K;-0.45
30/8/19;10929.2;10978.5;11076.9;10880.0;1.11;0.45
29/8/19;10880.0;10978.5;11027.7;10830.8;1.29;-0.45
28/8/19;10929.2;11027.7;11076.9;10929.2;1.04;-1.33
27/8/19;11076.9;11027.7;11126.2;10978.5;2.06;0.00
26/8/19;11076.9;11076.9;11076.9;10880.0;2.06;-0.44
23/8/19;11126.2;11175.4;11224.6;11027.7;1.66;-0.44
22/8/19;11175.4;11076.9;11224.6;11027.7;3.36;1.79
21/8/19;10978.5;10929.2;11027.7;10880.0;5.67;0.45
20/8/19;10929.2;10880.0;10978.5;10880.0;2.68;0.91
19/8/19;10830.8;10830.8;10978.5;10781.5;2.46;0.46
16/8/19;10781.5;10781.5;10880.0;10584.6;3.12;0.92
15/8/19;10683.1;10683.1;10683.1;10486.2;2.99;0.00
14/8/19;10683.1;10830.8;10929.2;10683.1;1.84;-0.91
13/8/19;10781.5;10781.5;10830.8;10633.8;1.17;-0.46
12/8/19;10830.8;10830.8;10830.8;10732.3;1.17;0.46
9/8/19;10781.5;10535.4;10978.5;10535.4;1.47;-0.46
8/8/19;10830.8;10141.5;10830.8;9846.2;2.17;1.85
7/8/19;10633.8;10732.3;10830.8;10633.8;2.10;-0.46
6/8/19;10683.1;10092.3;10781.5;10092.3;3.70;-1.36
5/8/19;10830.8;10978.5;10978.5;10732.3;5.16;-1.35
2/8/19;10978.5;11076.9;11126.2;10830.8;3.60;-0.89
1/8/19;11076.9;11175.4;11323.1;11027.7;3.87;-1.32
31/7/19;11224.6;11372.3;11372.3;11175.4;1.82;-0.44
30/7/19;11273.8;11224.6;11470.8;11224.6;2.23;-0.44
29/7/19;11323.1;11421.5;11520.0;11273.8;2.56;-1.71
26/7/19;11520.0;11716.9;11716.9;11470.8;2.14;-1.27
25/7/19;11667.7;11716.9;11864.6;11667.7;4.26;0.36
24/7/19;11626.0;11663.9;11777.5;11474.6;10.46;-0.32
23/7/19;11663.9;11739.7;11777.5;11626.0;5.15;-0.65
22/7/19;11739.7;12989.4;12989.4;11626.0;5.03;-0.64
19/7/19;11815.4;12118.4;12118.4;11663.9;7.60;1.30
18/7/19;11663.9;11512.4;11663.9;11436.7;4.23;0.33
17/7/19;11626.0;11436.7;11701.8;11436.7;6.62;1.66
16/7/19;11436.7;11361.0;11512.4;11361.0;3.16;0.67
15/7/19;11361.0;11398.8;11436.7;11323.1;2.46;-0.33
12/7/19;11398.8;11474.6;11512.4;11361.0;2.35;-0.33
11/7/19;11436.7;11209.5;11512.4;11209.5;5.50;2.03
10/7/19;11209.5;11285.2;11361.0;11209.5;2.96;-0.67
9/7/19;11285.2;10982.3;11285.2;10982.3;7.34;2.76
8/7/19;10982.3;11058.0;11133.7;10944.4;1.13;-0.68
5/7/19;11058.0;11095.9;11133.7;11020.1;2.11;0.00
4/7/19;11058.0;10944.4;11095.9;10944.4;2.44;1.39
3/7/19;10906.5;10982.3;11020.1;10868.6;1.70;-0.35
2/7/19;10944.4;11058.0;11058.0;10944.4;1.03;-1.03
1/7/19;11058.0;11133.7;11133.7;10982.3;1.69;1.04
28/6/19;10944.4;10830.8;10944.4;10792.9;1.77;1.05
27/6/19;10830.8;10982.3;11020.1;10830.8;2.31;-1.38
26/6/19;10982.3;10982.3;11058.0;10982.3;1.03;-0.68
25/6/19;11058.0;11171.6;11209.5;10982.3;3.52;-1.02
24/6/19;11171.6;11171.6;11247.3;11133.7;3.75;0.00
21/6/19;11171.6;11209.5;11361.0;11133.7;2.18;-0.34
20/6/19;11209.5;10944.4;11209.5;10906.5;3.79;2.42
19/6/19;10944.4;10944.4;11020.1;10906.5;1.34;0.00
18/6/19;10944.4;10868.6;10982.3;10868.6;2.03;0.70
17/6/19;10868.6;10868.6;10944.4;10830.8;2.37;0.00
14/6/19;10868.6;10830.8;10982.3;10830.8;2.77;0.35
13/6/19;10830.8;10792.9;10868.6;10792.9;2.24;0.35
12/6/19;10792.9;10830.8;10868.6;10792.9;1.47;-0.35
11/6/19;10830.8;10830.8;10868.6;10830.8;1.49;0.00
10/6/19;10830.8;10868.6;10944.4;10830.8;1.22;-0.35
7/6/19;10868.6;10792.9;10906.5;10792.9;744.89K;0.70
6/6/19;10792.9;10944.4;10944.4;10755.0;2.41;-1.38
5/6/19;10944.4;10830.8;10944.4;10830.8;2.79;1.05
4/6/19;10830.8;10868.6;10982.3;10830.8;2.30;-0.35
3/6/19;10868.6;10868.6;10982.3;10830.8;3.04;-1.04
31/5/19;10982.3;10982.3;11020.1;10868.6;2.71;-0.34
30/5/19;11020.1;11020.1;11058.0;10982.3;1.92;-0.34
29/5/19;11058.0;10944.4;11058.0;10868.6;2.86;1.04
28/5/19;10944.4;10982.3;11058.0;10944.4;2.49;-0.35
27/5/19;10982.3;11020.1;11058.0;10982.3;2.41;-0.68
24/5/19;11058.0;10300.6;11171.6;10300.6;2.35;-1.02
23/5/19;11171.6;11323.1;11361.0;11095.9;1.67;-0.34
22/5/19;11209.5;11133.7;11323.1;11133.7;3.37;0.68
21/5/19;11133.7;11133.7;11247.3;11095.9;3.66;0.34
20/5/19;11095.9;11095.9;11171.6;11020.1;1.78;0.34
17/5/19;11058.0;11095.9;11133.7;11058.0;2.25;-0.34
16/5/19;11095.9;11209.5;11209.5;11058.0;3.87;-0.68
15/5/19;11171.6;11020.1;11247.3;11020.1;3.41;1.37
14/5/19;11020.1;11058.0;11095.9;10944.4;4.23;-0.34
13/5/19;11058.0;11133.7;11209.5;11058.0;2.41;-0.34
10/5/19;11095.9;11020.1;11133.7;10982.3;1.71;0.69
